"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 14:08:51 GMT 2021","Fri Aug 13 14:08:54 GMT 2021","2898","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 14:08:40 GMT 2021","Fri Aug 13 14:08:43 GMT 2021","2600","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Fri Aug 13 14:09:11 GMT 2021","Fri Aug 13 14:09:18 GMT 2021","6896","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Fri Aug 13 14:09:43 GMT 2021","Fri Aug 13 14:09:48 GMT 2021","5105","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Fri Aug 13 14:08:33 GMT 2021","Fri Aug 13 14:08:34 GMT 2021","1042","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 14:09:00 GMT 2021","Fri Aug 13 14:09:08 GMT 2021","8285","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Fri Aug 13 14:09:49 GMT 2021","Fri Aug 13 14:09:53 GMT 2021","3951","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 14:08:37 GMT 2021","Fri Aug 13 14:08:38 GMT 2021","1063","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Fri Aug 13 14:09:38 GMT 2021","Fri Aug 13 14:09:40 GMT 2021","1844","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Fri Aug 13 14:08:57 GMT 2021","Fri Aug 13 14:08:58 GMT 2021","957","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Fri Aug 13 14:08:46 GMT 2021","Fri Aug 13 14:08:49 GMT 2021","3283","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 14:09:20 GMT 2021","Fri Aug 13 14:09:36 GMT 2021","15447","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
