"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Aug 10 19:53:11 GMT 2021","Tue Aug 10 19:53:18 GMT 2021","7441","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Tue Aug 10 19:53:42 GMT 2021","Tue Aug 10 19:53:51 GMT 2021","8959","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Tue Aug 10 19:52:59 GMT 2021","Tue Aug 10 19:53:06 GMT 2021","6931","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Aug 10 19:54:06 GMT 2021","Tue Aug 10 19:54:18 GMT 2021","12122","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Tue Aug 10 19:52:43 GMT 2021","Tue Aug 10 19:52:51 GMT 2021","7740","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Tue Aug 10 19:53:21 GMT 2021","Tue Aug 10 19:53:39 GMT 2021","18503","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Tue Aug 10 19:53:53 GMT 2021","Tue Aug 10 19:54:04 GMT 2021","10689","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Tue Aug 10 19:52:37 GMT 2021","Tue Aug 10 19:52:40 GMT 2021","3202","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Tue Aug 10 19:53:07 GMT 2021","Tue Aug 10 19:53:08 GMT 2021","1038","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Tue Aug 10 19:52:53 GMT 2021","Tue Aug 10 19:52:56 GMT 2021","3386","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Tue Aug 10 19:52:29 GMT 2021","Tue Aug 10 19:52:34 GMT 2021","5252","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
