"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 20:23:46 GMT 2021","Thu Aug 12 20:23:58 GMT 2021","12235","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Aug 12 20:22:53 GMT 2021","Thu Aug 12 20:22:58 GMT 2021","4106","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Thu Aug 12 20:23:00 GMT 2021","Thu Aug 12 20:23:19 GMT 2021","18733","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Thu Aug 12 20:22:28 GMT 2021","Thu Aug 12 20:22:35 GMT 2021","7007","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Aug 12 20:22:22 GMT 2021","Thu Aug 12 20:22:25 GMT 2021","3456","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Aug 12 20:22:05 GMT 2021","Thu Aug 12 20:22:09 GMT 2021","3192","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Aug 12 20:22:11 GMT 2021","Thu Aug 12 20:22:19 GMT 2021","8158","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Thu Aug 12 20:22:40 GMT 2021","Thu Aug 12 20:22:51 GMT 2021","10691","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Thu Aug 12 20:22:38 GMT 2021","Thu Aug 12 20:22:39 GMT 2021","1084","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Thu Aug 12 20:21:58 GMT 2021","Thu Aug 12 20:22:03 GMT 2021","5265","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Aug 12 20:23:21 GMT 2021","Thu Aug 12 20:23:30 GMT 2021","9066","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Aug 12 20:23:32 GMT 2021","Thu Aug 12 20:23:43 GMT 2021","11313","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
