"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 17:42:15 GMT 2021","Thu Aug 12 17:42:16 GMT 2021","1076","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Thu Aug 12 17:43:01 GMT 2021","Thu Aug 12 17:43:12 GMT 2021","10829","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"broken","Thu Aug 12 17:42:19 GMT 2021","Thu Aug 12 17:42:26 GMT 2021","7558","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Thu Aug 12 17:41:36 GMT 2021","Thu Aug 12 17:41:42 GMT 2021","5174","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Aug 12 17:42:06 GMT 2021","Thu Aug 12 17:42:13 GMT 2021","7031","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Aug 12 17:42:28 GMT 2021","Thu Aug 12 17:42:47 GMT 2021","18667","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Thu Aug 12 17:41:44 GMT 2021","Thu Aug 12 17:41:47 GMT 2021","3192","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Aug 12 17:43:14 GMT 2021","Thu Aug 12 17:43:27 GMT 2021","12279","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Aug 12 17:41:50 GMT 2021","Thu Aug 12 17:41:58 GMT 2021","7847","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Thu Aug 12 17:42:00 GMT 2021","Thu Aug 12 17:42:04 GMT 2021","3499","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Aug 12 17:42:49 GMT 2021","Thu Aug 12 17:42:58 GMT 2021","9119","test_conduit","test_conduit","TestConduit","","","test_save_data",""
