"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 14:27:14 GMT 2021","Fri Aug 13 14:27:18 GMT 2021","3297","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Fri Aug 13 14:27:25 GMT 2021","Fri Aug 13 14:27:28 GMT 2021","2981","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 14:28:22 GMT 2021","Fri Aug 13 14:28:26 GMT 2021","3974","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 14:27:11 GMT 2021","Fri Aug 13 14:27:12 GMT 2021","1066","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Fri Aug 13 14:27:33 GMT 2021","Fri Aug 13 14:27:42 GMT 2021","8515","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Fri Aug 13 14:28:14 GMT 2021","Fri Aug 13 14:28:20 GMT 2021","5221","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Fri Aug 13 14:27:07 GMT 2021","Fri Aug 13 14:27:08 GMT 2021","1051","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 14:27:44 GMT 2021","Fri Aug 13 14:27:51 GMT 2021","6980","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Fri Aug 13 14:27:53 GMT 2021","Fri Aug 13 14:28:08 GMT 2021","15567","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Fri Aug 13 14:27:19 GMT 2021","Fri Aug 13 14:27:23 GMT 2021","3338","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 14:27:30 GMT 2021","Fri Aug 13 14:27:31 GMT 2021","916","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Fri Aug 13 14:28:11 GMT 2021","Fri Aug 13 14:28:13 GMT 2021","1965","test_conduit","test_conduit","TestConduit","","","test_save_data",""
