"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 20:26:01 GMT 2021","Thu Aug 12 20:26:19 GMT 2021","18561","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Thu Aug 12 20:24:59 GMT 2021","Thu Aug 12 20:25:04 GMT 2021","5165","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Aug 12 20:25:54 GMT 2021","Thu Aug 12 20:25:58 GMT 2021","4008","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Thu Aug 12 20:26:33 GMT 2021","Thu Aug 12 20:26:44 GMT 2021","11205","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Thu Aug 12 20:26:22 GMT 2021","Thu Aug 12 20:26:31 GMT 2021","9006","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Aug 12 20:25:22 GMT 2021","Thu Aug 12 20:25:25 GMT 2021","3406","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Aug 12 20:26:47 GMT 2021","Thu Aug 12 20:26:59 GMT 2021","12169","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Aug 12 20:25:13 GMT 2021","Thu Aug 12 20:25:21 GMT 2021","7965","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Thu Aug 12 20:25:28 GMT 2021","Thu Aug 12 20:25:35 GMT 2021","6929","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Aug 12 20:25:41 GMT 2021","Thu Aug 12 20:25:52 GMT 2021","10501","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Thu Aug 12 20:25:07 GMT 2021","Thu Aug 12 20:25:10 GMT 2021","3183","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Aug 12 20:25:37 GMT 2021","Thu Aug 12 20:25:39 GMT 2021","1074","test_conduit","test_conduit","TestConduit","","","test_data_list",""
