"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 14:02:41 GMT 2021","Fri Aug 13 14:02:42 GMT 2021","1014","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Fri Aug 13 14:03:16 GMT 2021","Fri Aug 13 14:03:18 GMT 2021","1970","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Fri Aug 13 14:02:34 GMT 2021","Fri Aug 13 14:02:37 GMT 2021","3070","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 14:02:29 GMT 2021","Fri Aug 13 14:02:32 GMT 2021","3355","test_conduit","test_conduit","TestConduit","","","test_login",""
"broken","Fri Aug 13 14:02:56 GMT 2021","Fri Aug 13 14:02:57 GMT 2021","1002","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Fri Aug 13 14:02:45 GMT 2021","Fri Aug 13 14:02:53 GMT 2021","8853","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Fri Aug 13 14:02:59 GMT 2021","Fri Aug 13 14:03:14 GMT 2021","15646","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Fri Aug 13 14:03:26 GMT 2021","Fri Aug 13 14:03:30 GMT 2021","4061","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 14:02:23 GMT 2021","Fri Aug 13 14:02:26 GMT 2021","3458","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Fri Aug 13 14:03:20 GMT 2021","Fri Aug 13 14:03:24 GMT 2021","4776","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Fri Aug 13 14:02:17 GMT 2021","Fri Aug 13 14:02:18 GMT 2021","1054","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 14:02:19 GMT 2021","Fri Aug 13 14:02:20 GMT 2021","1072","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
