"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 14:26:51 GMT 2021","Fri Aug 13 14:26:54 GMT 2021","2698","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Fri Aug 13 14:27:31 GMT 2021","Fri Aug 13 14:27:46 GMT 2021","15261","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Fri Aug 13 14:27:02 GMT 2021","Fri Aug 13 14:27:05 GMT 2021","2869","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 14:27:49 GMT 2021","Fri Aug 13 14:27:51 GMT 2021","1819","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Fri Aug 13 14:26:44 GMT 2021","Fri Aug 13 14:26:45 GMT 2021","1044","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 14:27:11 GMT 2021","Fri Aug 13 14:27:19 GMT 2021","8276","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Fri Aug 13 14:27:08 GMT 2021","Fri Aug 13 14:27:08 GMT 2021","898","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Fri Aug 13 14:28:01 GMT 2021","Fri Aug 13 14:28:04 GMT 2021","3895","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 14:27:53 GMT 2021","Fri Aug 13 14:27:58 GMT 2021","5074","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Fri Aug 13 14:26:57 GMT 2021","Fri Aug 13 14:27:00 GMT 2021","3254","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 14:27:22 GMT 2021","Fri Aug 13 14:27:29 GMT 2021","6851","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Fri Aug 13 14:26:48 GMT 2021","Fri Aug 13 14:26:49 GMT 2021","1058","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
