"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 20:28:51 GMT 2021","Thu Aug 12 20:29:09 GMT 2021","18534","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Thu Aug 12 20:28:44 GMT 2021","Thu Aug 12 20:28:48 GMT 2021","3986","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Thu Aug 12 20:29:23 GMT 2021","Thu Aug 12 20:29:35 GMT 2021","11199","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Thu Aug 12 20:27:50 GMT 2021","Thu Aug 12 20:27:56 GMT 2021","5185","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Aug 12 20:28:13 GMT 2021","Thu Aug 12 20:28:17 GMT 2021","3391","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Aug 12 20:28:29 GMT 2021","Thu Aug 12 20:28:30 GMT 2021","1050","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Thu Aug 12 20:28:19 GMT 2021","Thu Aug 12 20:28:26 GMT 2021","6913","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Aug 12 20:28:03 GMT 2021","Thu Aug 12 20:28:11 GMT 2021","7836","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Thu Aug 12 20:27:57 GMT 2021","Thu Aug 12 20:28:00 GMT 2021","3161","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Aug 12 20:29:37 GMT 2021","Thu Aug 12 20:29:49 GMT 2021","12173","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Aug 12 20:29:12 GMT 2021","Thu Aug 12 20:29:21 GMT 2021","8966","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Aug 12 20:28:31 GMT 2021","Thu Aug 12 20:28:42 GMT 2021","10452","test_conduit","test_conduit","TestConduit","","","test_new_post",""
