"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 14:30:32 GMT 2021","Fri Aug 13 14:30:36 GMT 2021","3944","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 14:30:03 GMT 2021","Fri Aug 13 14:30:19 GMT 2021","15453","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Fri Aug 13 14:29:19 GMT 2021","Fri Aug 13 14:29:21 GMT 2021","1039","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 14:29:43 GMT 2021","Fri Aug 13 14:29:51 GMT 2021","8341","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Fri Aug 13 14:29:23 GMT 2021","Fri Aug 13 14:29:24 GMT 2021","1062","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Fri Aug 13 14:30:24 GMT 2021","Fri Aug 13 14:30:30 GMT 2021","5109","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Fri Aug 13 14:29:40 GMT 2021","Fri Aug 13 14:29:41 GMT 2021","982","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Fri Aug 13 14:29:31 GMT 2021","Fri Aug 13 14:29:34 GMT 2021","3312","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 14:29:54 GMT 2021","Fri Aug 13 14:30:01 GMT 2021","6909","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Fri Aug 13 14:30:21 GMT 2021","Fri Aug 13 14:30:23 GMT 2021","1866","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Fri Aug 13 14:29:36 GMT 2021","Fri Aug 13 14:29:39 GMT 2021","2950","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 14:29:26 GMT 2021","Fri Aug 13 14:29:28 GMT 2021","2754","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
