"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 18:04:03 GMT 2021","Thu Aug 12 18:04:10 GMT 2021","6911","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Aug 12 18:03:35 GMT 2021","Thu Aug 12 18:03:40 GMT 2021","5183","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Aug 12 18:04:13 GMT 2021","Thu Aug 12 18:04:14 GMT 2021","1059","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Thu Aug 12 18:03:57 GMT 2021","Thu Aug 12 18:04:01 GMT 2021","3395","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Aug 12 18:05:15 GMT 2021","Thu Aug 12 18:05:27 GMT 2021","12164","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Aug 12 18:04:29 GMT 2021","Thu Aug 12 18:04:48 GMT 2021","18530","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Thu Aug 12 18:04:16 GMT 2021","Thu Aug 12 18:04:27 GMT 2021","10466","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Thu Aug 12 18:03:42 GMT 2021","Thu Aug 12 18:03:46 GMT 2021","3175","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Aug 12 18:04:50 GMT 2021","Thu Aug 12 18:04:59 GMT 2021","8984","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Aug 12 18:05:02 GMT 2021","Thu Aug 12 18:05:12 GMT 2021","10727","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Thu Aug 12 18:03:48 GMT 2021","Thu Aug 12 18:03:56 GMT 2021","7751","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
