"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 20:16:14 GMT 2021","Thu Aug 12 20:16:23 GMT 2021","8984","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Thu Aug 12 20:14:56 GMT 2021","Thu Aug 12 20:15:01 GMT 2021","5165","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Aug 12 20:15:02 GMT 2021","Thu Aug 12 20:15:06 GMT 2021","3169","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Aug 12 20:16:38 GMT 2021","Thu Aug 12 20:16:50 GMT 2021","12155","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Aug 12 20:15:46 GMT 2021","Thu Aug 12 20:15:50 GMT 2021","4004","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Thu Aug 12 20:15:18 GMT 2021","Thu Aug 12 20:15:22 GMT 2021","3387","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Thu Aug 12 20:15:32 GMT 2021","Thu Aug 12 20:15:33 GMT 2021","1053","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Thu Aug 12 20:15:53 GMT 2021","Thu Aug 12 20:16:11 GMT 2021","18547","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Thu Aug 12 20:15:23 GMT 2021","Thu Aug 12 20:15:30 GMT 2021","6885","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Aug 12 20:15:34 GMT 2021","Thu Aug 12 20:15:45 GMT 2021","10457","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Thu Aug 12 20:15:08 GMT 2021","Thu Aug 12 20:15:16 GMT 2021","7802","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Thu Aug 12 20:16:26 GMT 2021","Thu Aug 12 20:16:37 GMT 2021","11197","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
