"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 21:16:41 GMT 2021","Sun Aug 22 21:16:50 GMT 2021","8647","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Sun Aug 22 21:16:22 GMT 2021","Sun Aug 22 21:16:25 GMT 2021","3159","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Sun Aug 22 21:17:17 GMT 2021","Sun Aug 22 21:17:19 GMT 2021","1965","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Sun Aug 22 21:17:29 GMT 2021","Sun Aug 22 21:17:33 GMT 2021","4077","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Sun Aug 22 21:17:00 GMT 2021","Sun Aug 22 21:17:15 GMT 2021","15570","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Sun Aug 22 21:16:33 GMT 2021","Sun Aug 22 21:16:36 GMT 2021","3047","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Aug 22 21:17:22 GMT 2021","Sun Aug 22 21:17:27 GMT 2021","5333","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
"passed","Sun Aug 22 21:16:38 GMT 2021","Sun Aug 22 21:16:39 GMT 2021","993","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Sun Aug 22 21:16:51 GMT 2021","Sun Aug 22 21:16:58 GMT 2021","7029","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Sun Aug 22 21:16:28 GMT 2021","Sun Aug 22 21:16:31 GMT 2021","3370","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Sun Aug 22 21:16:15 GMT 2021","Sun Aug 22 21:16:16 GMT 2021","1082","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Sun Aug 22 21:16:18 GMT 2021","Sun Aug 22 21:16:19 GMT 2021","1080","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
