"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 14:29:07 GMT 2021","Fri Aug 13 14:29:14 GMT 2021","6908","test_conduit","test_conduit","TestConduit","","","test_pages",""
"passed","Fri Aug 13 14:29:34 GMT 2021","Fri Aug 13 14:29:36 GMT 2021","1857","test_conduit","test_conduit","TestConduit","","","test_save_data",""
"passed","Fri Aug 13 14:28:56 GMT 2021","Fri Aug 13 14:29:05 GMT 2021","8248","test_conduit","test_conduit","TestConduit","","","test_new_post",""
"passed","Fri Aug 13 14:29:46 GMT 2021","Fri Aug 13 14:29:50 GMT 2021","3940","test_conduit","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 14:28:53 GMT 2021","Fri Aug 13 14:28:54 GMT 2021","982","test_conduit","test_conduit","TestConduit","","","test_data_list",""
"passed","Fri Aug 13 14:28:42 GMT 2021","Fri Aug 13 14:28:45 GMT 2021","3286","test_conduit","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 14:28:33 GMT 2021","Fri Aug 13 14:28:34 GMT 2021","1057","test_conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Fri Aug 13 14:28:37 GMT 2021","Fri Aug 13 14:28:39 GMT 2021","2432","test_conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Fri Aug 13 14:29:17 GMT 2021","Fri Aug 13 14:29:32 GMT 2021","15450","test_conduit","test_conduit","TestConduit","","","test_new_comments",""
"passed","Fri Aug 13 14:28:30 GMT 2021","Fri Aug 13 14:28:31 GMT 2021","1043","test_conduit","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 14:28:48 GMT 2021","Fri Aug 13 14:28:50 GMT 2021","2922","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 14:29:39 GMT 2021","Fri Aug 13 14:29:44 GMT 2021","5092","test_conduit","test_conduit","TestConduit","","","test_change_bio",""
